room id,review count,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,,"Okay, first of all, don't tell anyone, but I love pizza... Yes, I do. I had my fair share of pies of Chicago, Californian and lots of New Yorker pies and even Argentinian pies too. Thin-crusts, deep crusts, circles, squares, rectangles, etc... 



I have read the countless reviews here and figured with all the talk, this place has to be the best place in Atlanta to get pizza. It has to be, right? With an average of 4.5 stars with 1,710 reviews, it is a requirement. 



Last time I stopped here, the place closed about 3 hours early, because they ran out of dough. After a long day, what else can a person want after a couple of 5K's? Margherita pizza! 



So I stopped here, the place was packed and I ordered myself the Margherita pizza made with fresh mozzarella di bufala Campana and San Marzano tomatoes. To be honest, the prices look deceiving at first glimpse, one probably first notices the prices, then realizes they are in € Euros, not $ dollars, until they look at the left of the sign. With tax, the Margherita cost roughly $22 and it definitely is enough to eat, yet, for a pizza this size and for the price, three or four leafs of basil I feel is completely absurd. 



The one thing that totally sucks about this place is that you have to order an ENTIRE pizza, They do not sell by the slice. 



The pizza was decent, but did nothing for my palate as a pie from Chicago or New York could. Maybe it is my fault, I'll have to come back and give Antico Pizza another try. Next time I'll order the Pizza Capricciosa and hopefully I will reach a state of euphoria. 



[Review #226]"
,,,,,,,,,"Great pizza, food was quick, unique flavor combinations, cute female staff. Paid a little more than I would like to pay for a pie but I understand since they import ingredients from Italy."
,,,,,,,,,"Seriously the best pizza I've ever eaten! Antico is a quaint little place with so much charm. Each time I come, I get the San Gennaro pizza which is simply amazing. It has Italian sausage,fresh mozzarella, tomatoes, onions and sweet peppers. Antico can get crowded pretty fast, so go early and avoid the crowds!"
,,,,,,,,,"The best pizza in the most authentic Italian atmosphere. Sit outside on a beautiful day, and enjoy pizza, Gio's Chicken and wine!"
,,,,,,,,,On our way to Atlanta we decided to stop here for dinner. We decided on the white pizza and the margarita. This pizza place uses the freshest ingredients in their food. You can watch them cook your food right in front of you. Definitely coming back here next time I visit.
,,,,,,,,,"Antico Pizza Napoletana gets the full 5 stars after our group dropped by for a quick tomato pie...or two...or three. 



Antico Pizza came with the highest recommendation of a couple of local Yelpers and it definitely ""panned"" out for us. 



After placing our order for a Pomodorini (with fresh cherry tomatoes) and a pair of Margheritas (with san marzano tomatoes) with pepperoni, we ventured back to the wood-fired ovens and watched in amazement as the tomato pies were moved in and out of the ovens with skilled coordination. 



Our pies arrived at our table in short order drapped across two aluminum sheet trays lined with wax paper. The wax paper harkened me back to the days when I enjoyed ""apizza"" at Pepe's on Wooster Street in New Haven. 



The pizza at Antico was everything we hoped for with just the right amount of 'burn"" around the crust and an authentic garlicy tomato sauce. Top shelf."
,,,,,,,,,"The pizza was delicious, the people are extremely welcoming. The atmosphere is good for all ages, and the setup is very neat. They bring out the pizza straight from the oven. Clearly the Italian chefs know what their doing."
,,,,,,,,,"Got the margarita pizza with Italian sausage. It was probably one of the best pizzas I've ever had. The dough is what impressed me the most - soft, chewy, and smokey..."
,,,,,,,,,"Love Antico the concept. Pizzas and little Italy are are top notch. Their pizza is one of my favorite in atlanta. The outdoor seating and BYO drinks is really cool. 

Best items: 

-Classic margarita pizza. (It's the original first ever pizza) 

- peach ice tea 



One thing I wish Antico did. Was allow you to build your own pizza"
,,,,,,,,,"Coming from New York I am a harsh judge of pizza. I expect certain things and if they aren't delivered I am quickly disappointed. Here's what Antico has going for it: really excellent flavors and ingredients that taste fresh; a bumping atmosphere that has a charm all its own; a limited menu that allows them to focus on just a few particular pizzas and perfect them; and finally a buttery, chewy crust that is truly the best ending to the slice. 



Here's where they missed the mark: no crispy bottomed pizza, which means that the slice droops sadly when you lift it making it near impossible to fold and eat the Neapolitan way (as they have written on the wall above their restrooms). 



However, the experience is awesome for a literal no frills place. No plates, just paper towels and big trays of pizza with a bustling crew that cranks out pies at an alarming speed. It's a fun spot for a quick bite and a decent pie, floppy slices and all."
,,,,,,,,,"If pizza is supposed to 85% dough with little to no toppings, then Antico makes pizza. Otherwise their 'pizza' is unacceptable for its price. 



I have visited Antico twice, and upon both occasions I have met with disappointment. Due to their policy of 'no customizations', every pizza option presented to me had an ingredient on it that I dislike. Still, I got over it and ordered the option I was most likely to enjoy. As I waited for my pizza, I began looking forward to an exciting experience of a crispy and delicious meat covered monster of a pizza. Lo and behold, somehow the pizza presented to me was somehow both soggy and burnt at the same time. Each bite taken tasted terribly bitter from the overly charred bottom. Each limp slice had the thinnest layer of cheese imaginable, and barely any more meat than cheese. Both of my visits ended up similarly enough to where I would not recommend going back. 



Even if the pizza was as cheap as Papa John's, I would still choose Papa John's."
,,,,,,,,,Pizza was delicious! The vibe of the place is super cool and you can watch the chefs cooking as you eat your meal. The only thing is both myself and the person I ate with had stomach aches after. Maybe had trouble digesting that dough and real cheese.
