room id,star rating,Accuracy,Communication,Cleanliness,Location,Check In,Value,comments
,,,,,,,,Great location and beautiful apt. Crystal was very responsive and it was easy to find the apt and get in. It's exactly like the pictures and very clean with a comfy tempurpedic bed.  The neighbors can be a little noisy but that was our only complaint and it was Halloween weekend. The apt is on a cool street with a lot of restaurants and shops. 
,,,,,,,,"Very spacious one bedroom place near freeway. It's a bit of a walk to the downtown area, but definitely doable! Bed was comfy and we loved how dark the bedroom was for sleeping in on our vacation! "
,,,,,,,,"Crystal is a fantastic host, with tons of great recommendations. Her condo is perfect, exactly as described, if not better. Lots of space, clean, extra toiletries, etc. We had a group of 4 so we used the air mattress and couch but we were all still very comfortable and had plenty of space. The location is AMAZING, quick and easy walk to the neat restaurants and bars on 6th and rainey st and to the Capital building and UT. Short ride in a fasten car (taxi app) to head to other areas of Austin like S.Congress. There is great taco truck across the street from the apartment â€“ we ate there 3 times in 2 days and preferred it to some other popular taco joints. We all agreed weâ€™d stay there again in a heartbeat â€“ definitely recommend staying here!"
,,,,,,,,This apartment was wonderful! My wife and I got married this weekend and wanted something closer to the venue. Crystal was very communicative and we really enjoyed our stay there. The apartment is centrally located and everything we needed was just a short walking distance away! I would highly recommend this place!
,,,,,,,,"Crystal did an excellent job communicating with us and making us feel welcome. The neighborhood was NOT what we expected nor wanted. We arrived late from ACL and felt unsafe. The surrounding area had many homeless people sleeping on the streets and asking for money. The entire complex is surrounded by metal gates with security codes, so this is not a recent problem. The streets we littered with garbage and filth, a sanitary pad smeared with feces and old clothing was in front of the metal gate. We paid over 400.00 a night, not worth the price."
,,,,,,,,"Staying at this apartment was super easy and very conveniently located. I'd say it is even better than it looks on the website. While one might think that being as close to the highway as it is, it would loud, it was actually quite the opposite, very quiet and peaceful. We used the local ride sharing app, Fasten (suggested by Crystal since Uber and Lyft are no longer in Austin) for our longer adventures and the proximity to 45 and 6th street were just very convenient. There are lots of great things right around the apartment including great coffee and taco truck just across the street. This neighborhood is still s but rough around the edges but we didn't experience any (EMAIL HIDDEN)munication with Crystal was fast clear and easy and she was very accommodating. 

Cheers! "
,,,,,,,,The host was very helpful and accommodating. The check in and check it process was clear and concise. Gorgeous and clean loft! Great views and would definitely stay there again!
,,,,,,,,"Awesome place-within walking distance of everything-secure parking and great amenities.
The host was super communicative and helpful.
Best Air b&b experience to date :)"
,,,,,,,,Amazing apartment close to some good restaurants. 
,,,,,,,,"Everything from check-in to check-out went incredibly smoothly. Crystal was a fantastic and helpful host and this apartment was perfect for our weekend in Austin! Very clean, spacious, safe, and in a great neighborhood. Would definitely stay here again."
,,,,,,,,This is exactly what I was looking for in terms of location and caliber.  I opted for airbnb for my work trip as it was more affordable than hotels literally across the street at 3/4 of the price and quadruple in size.   I have sent colleagues to this home before so I knew what to expect and was happy to experience the comfort and space as a guest for the first time.
,,,,,,,,"Had a wonderful stay, the location and amenities were prime and Crystal was an attentive host. "
,,,,,,,,"Crystal's home was the perfect home base for my latest visit to Austin. We were in walking distance to all the new and fun stuff on the East side of Austin but also minutes away from downtown and South Congress. Super quick access to the highway and had a reserved parking spot that is gated. Check in and out was super easy and quick.

Her clean home (shoes off at door, yes!) had all the amenities we needed for our stay plus extra perks. Including a nice nook with turntable and tons of vinyls and a pay-it-forward beer and liquor system (although we did not partake, we appreciated the option!). Would def love to stay here again during my next visit to Austin!"
